,transaction_id,item_id,customer_id,transaction_date,online_order,order_status,list_price
76,77,114,763,02.06.2017,False,Approved,"175,89"
77,78,164,2397,07.11.2017,False,Approved,"1073,07"
78,79,177,102,12.09.2017,True,Approved,1179
79,80,55,2884,16.12.2017,False,Approved,"958,74"
80,81,171,759,07.10.2017,True,Approved,"792,9"
81,82,64,773,27.04.2017,True,Approved,"1071,23"
82,83,4,3398,01.04.2017,True,Approved,"235,63"
83,84,86,3297,02.11.2017,True,Approved,"1311,44"
84,85,172,2434,13.02.2017,True,Approved,"290,62"
85,86,28,1861,19.07.2017,False,Approved,"1403,5"
86,87,74,1233,23.05.2017,False,Approved,"499,53"
87,88,82,1390,06.08.2017,False,Approved,"752,64"
88,89,2,2682,04.04.2017,True,Approved,"12,01"
89,90,134,439,15.08.2017,True,Approved,"478,16"
90,91,57,1579,15.04.2017,True,Approved,"1024,66"
91,92,153,2984,25.07.2017,True,Approved,"1945,43"
92,93,86,3470,28.11.2017,True,Approved,"1311,44"
93,94,175,1,23.12.2017,False,Approved,"235,63"
94,95,106,757,26.02.2017,False,Approved,"441,49"
95,96,28,1778,21.02.2017,False,Approved,"1403,5"
96,97,164,211,31.05.2017,True,Approved,"1073,07"
97,98,112,333,23.06.2017,,Approved,"533,51"
98,99,192,32,26.03.2017,False,Approved,"569,56"
99,100,5,119,31.07.2017,False,Approved,"478,16"
100,101,59,2347,27.07.2017,False,Approved,"1148,64"
101,102,33,2353,14.04.2017,False,Approved,"1129,13"
102,103,86,788,12.11.2017,False,Approved,"1311,44"
103,104,161,1468,12.09.2017,False,Approved,"1765,3"
104,105,181,821,26.10.2017,False,Approved,"1362,99"
105,106,148,2489,15.02.2017,False,Approved,"495,72"
106,107,162,2710,22.12.2017,False,Approved,"1555,58"
107,108,73,947,11.10.2017,True,Approved,"1992,93"
108,109,97,1335,27.03.2017,True,Approved,"1812,75"
109,110,92,1076,04.11.2017,False,Approved,"945,04"
110,111,6,3320,11.06.2017,True,Approved,"71,16"
111,112,171,779,09.10.2017,False,Approved,"792,9"
112,113,198,3296,07.06.2017,True,Approved,"358,39"
113,114,156,455,24.10.2017,True,Approved,"1873,97"
114,115,157,1779,01.05.2017,False,Approved,"642,31"
115,116,151,2703,21.11.2017,True,Approved,"360,4"
116,117,102,806,24.03.2017,False,Approved,1810
117,118,63,22,21.03.2017,False,Approved,"1775,81"
118,119,138,1591,20.02.2017,False,Approved,"1469,44"
119,120,7,678,16.06.2017,False,Approved,"495,72"
120,121,71,50,04.12.2017,False,Approved,"1538,99"
121,122,70,1038,01.12.2017,True,Approved,"1777,8"
122,123,82,1453,05.03.2017,True,Approved,"752,64"
123,124,199,1339,21.03.2017,False,Approved,"795,34"
124,125,67,3382,03.01.2017,True,Approved,"575,27"
125,126,119,773,01.04.2017,False,Approved,"795,34"
126,127,172,2503,16.03.2017,True,Approved,"290,62"
127,128,71,1057,26.02.2017,False,Approved,"1538,99"
128,129,114,1397,05.06.2017,False,Approved,"175,89"
129,130,105,2134,04.09.2017,False,Approved,"1769,64"
130,131,195,2403,18.01.2017,True,Approved,"1172,78"
131,132,48,1937,28.09.2017,False,Approved,"1231,15"
132,133,190,1282,02.09.2017,True,Approved,"1065,03"
133,134,161,2183,09.05.2017,False,Approved,"1765,3"
134,135,171,1788,17.10.2017,False,Approved,"792,9"
135,136,140,1170,25.04.2017,True,Approved,"1807,45"
136,137,8,431,23.09.2017,False,Approved,"1942,61"
137,138,78,1940,02.08.2017,False,Approved,"1065,03"
138,139,85,2073,25.03.2017,False,Cancelled,1179
139,140,46,462,01.01.2017,False,Approved,"1274,93"
140,141,44,2728,22.12.2017,False,Approved,"1945,43"
141,142,108,2053,25.12.2017,False,Approved,"1289,85"
142,143,131,2135,26.01.2017,True,Approved,"1977,36"
143,144,188,1217,20.12.2017,False,Approved,"1890,39"
144,145,39,2992,07.06.2017,True,Approved,"980,37"
145,146,100,3261,06.04.2017,True,Approved,"416,98"
146,147,144,2748,25.04.2017,True,Approved,"544,05"
147,148,53,3262,13.01.2017,False,Approved,"1386,84"
148,149,181,788,21.03.2017,False,Approved,"1362,99"
149,150,42,3067,21.11.2017,True,Approved,"742,54"
150,151,83,701,11.11.2017,False,Approved,"230,91"
151,152,187,648,16.10.2017,False,Approved,"1415,01"
152,153,94,3286,19.08.2017,True,Approved,"1793,43"
153,154,32,3383,06.04.2017,True,Approved,"2091,47"
154,155,125,982,04.11.2017,True,Approved,"688,63"
155,156,52,676,22.08.2017,True,Approved,"1842,92"
156,157,38,385,15.09.2017,True,Approved,"748,17"
157,158,114,1229,01.03.2017,True,Approved,"175,89"
158,159,45,3232,16.08.2017,False,Approved,"1466,68"
159,160,8,3300,27.08.2017,False,Approved,"1656,86"
160,161,146,2381,10.07.2017,False,Approved,"792,9"
161,162,161,371,11.12.2017,False,Approved,"1765,3"
162,163,164,2519,20.05.2017,True,Approved,"1073,07"
163,164,57,2264,30.07.2017,False,Approved,"1024,66"
164,165,32,2637,25.10.2017,True,Approved,"2091,47"
165,166,161,3262,27.11.2017,False,Approved,"1765,3"
166,167,183,3177,26.04.2017,,Approved,"363,01"
167,168,177,2267,02.02.2017,False,Approved,1179
168,169,196,456,02.05.2017,False,Approved,"202,62"
169,170,37,404,16.10.2017,,Approved,"227,88"
170,171,202,3121,22.10.2017,False,Approved,"1036,59"
171,172,123,2365,11.04.2017,True,Approved,"1894,19"
172,173,202,2528,16.11.2017,False,Approved,"1036,59"
173,174,45,3151,17.12.2017,False,Approved,"1466,68"
174,175,71,3241,23.12.2017,False,Approved,"1538,99"
175,176,154,1335,30.03.2017,True,Approved,"1228,07"
176,177,183,2234,13.04.2017,False,Approved,"363,01"
177,178,124,3226,25.07.2017,True,Approved,"183,86"
178,179,134,1365,31.01.2017,False,Approved,"478,16"
179,180,63,3349,18.03.2017,True,Approved,"1775,81"
180,181,57,1002,24.02.2017,False,Approved,"1024,66"
181,182,56,2282,18.02.2017,False,Approved,"1661,92"
182,183,108,2656,07.01.2017,False,Approved,"1289,85"
183,184,150,2409,05.07.2017,True,Approved,"1842,92"
184,185,185,1711,19.11.2017,False,Approved,"642,31"
185,186,57,2582,08.11.2017,True,Approved,"1024,66"
186,187,29,1005,24.07.2017,True,Approved,"1873,97"
187,188,32,1597,15.01.2017,True,Approved,"2091,47"
188,189,124,2713,12.01.2017,True,Approved,"183,86"
189,190,94,1435,27.11.2017,True,Approved,"1793,43"
190,191,88,1477,30.06.2017,True,Approved,"774,53"
191,192,9,1614,15.07.2017,True,Approved,"230,91"
192,193,48,1254,22.06.2017,True,Approved,"1231,15"
193,194,71,1423,02.05.2017,False,Approved,"1538,99"
194,195,167,276,27.12.2017,False,Approved,"586,45"
195,196,62,1315,21.12.2017,True,Approved,"12,01"
196,197,106,591,23.05.2017,True,Approved,"441,49"
197,198,155,1017,02.02.2017,False,Approved,"1762,96"
198,199,86,2123,08.06.2017,False,Approved,"1311,44"
199,200,126,2889,15.04.2017,True,Approved,"1890,39"
200,201,10,3208,05.09.2017,True,Approved,"533,51"
201,202,68,2406,26.02.2017,True,Approved,"688,63"
202,203,144,2041,29.07.2017,False,Approved,"544,05"
203,204,167,1598,03.07.2017,True,Approved,"586,45"
204,205,127,1842,27.05.2017,True,Approved,"912,52"
205,206,36,141,05.05.2017,False,Approved,"1129,13"
206,207,191,1321,09.09.2017,False,Approved,"1635,3"
207,208,116,183,21.05.2017,False,Approved,"2005,66"
208,209,129,2591,22.09.2017,False,Approved,"1415,01"
209,210,136,3356,12.04.2017,True,Approved,"1483,2"
210,211,98,766,07.05.2017,True,Approved,"1458,17"
211,212,165,1596,13.01.2017,False,Approved,"1469,44"
212,213,169,520,14.12.2017,False,Approved,"1148,64"
213,214,108,868,22.03.2017,True,Approved,"1289,85"
214,215,161,2999,30.09.2017,False,Approved,"1765,3"
215,216,151,352,29.11.2017,True,Approved,"360,4"
216,217,156,1140,09.06.2017,False,Approved,"1873,97"
217,218,99,621,21.04.2017,False,Approved,"1894,19"
218,219,31,3307,13.11.2017,False,Approved,"590,26"
219,220,45,1502,09.04.2017,True,Approved,"1466,68"
220,221,91,936,08.05.2017,False,Approved,"1403,5"
221,222,41,939,08.07.2017,True,Approved,"1703,52"
222,223,31,2698,30.11.2017,False,Approved,"590,26"
223,224,146,579,25.04.2017,True,Approved,"792,9"
224,225,121,2036,30.03.2017,True,Approved,"1292,84"
225,226,41,3077,10.03.2017,False,Approved,"1703,52"
226,227,175,369,16.03.2017,True,Approved,"235,63"
227,228,50,821,04.04.2017,True,Approved,"1163,89"
228,229,61,2687,13.03.2017,True,Approved,"574,64"
229,230,175,681,23.12.2017,True,Approved,"235,63"
230,231,109,37,12.08.2017,True,Approved,"1793,43"
231,232,80,3002,04.08.2017,False,Approved,"748,17"
232,233,188,396,01.09.2017,False,Approved,"1890,39"
233,234,150,550,01.09.2017,True,Approved,"1842,92"
234,235,159,1605,02.07.2017,False,Approved,"1240,31"
235,236,40,2325,31.08.2017,True,Approved,"1311,44"
236,237,68,1420,11.03.2017,True,Approved,"688,63"
237,238,48,3099,08.10.2017,False,Approved,"1231,15"
238,239,132,1645,01.10.2017,True,Approved,"71,16"
239,240,64,546,23.11.2017,False,Approved,"1071,23"
240,241,175,2885,27.03.2017,True,Approved,"235,63"
241,242,126,2740,04.12.2017,False,Approved,"1890,39"
242,243,136,3166,13.11.2017,True,Approved,"1483,2"
243,244,137,3487,20.12.2017,True,Approved,"1992,93"
244,245,86,2890,22.09.2017,True,Approved,"1311,44"
245,246,199,3370,22.01.2017,False,Approved,"795,34"
246,247,55,3393,29.01.2017,True,Approved,"958,74"
247,248,126,2410,21.07.2017,False,Approved,"1890,39"
248,249,132,3466,10.02.2017,True,Approved,"71,16"
249,250,111,1454,25.11.2017,False,Cancelled,"1762,96"
250,251,136,1967,11.04.2017,,Approved,"1483,2"
251,252,161,3089,03.12.2017,False,Approved,"1765,3"
252,253,31,3123,30.12.2017,False,Approved,"590,26"
253,254,143,2692,26.07.2017,False,Approved,"1071,23"
254,255,144,2801,01.04.2017,True,Cancelled,"544,05"
255,256,51,1580,22.10.2017,True,Approved,"1577,53"
256,257,140,352,22.03.2017,False,Approved,"1807,45"
257,258,112,1777,15.06.2017,True,Approved,"533,51"
258,259,177,142,06.07.2017,True,Approved,1179
259,260,83,3393,28.12.2017,False,Approved,"230,91"
260,261,57,599,09.05.2017,False,Approved,"1024,66"
261,262,186,1258,18.01.2017,False,Approved,"100,35"
262,263,119,3405,22.10.2017,True,Approved,"795,34"
263,264,96,3198,30.01.2017,False,Approved,"1577,53"
264,265,63,834,26.06.2017,False,Approved,"1775,81"
265,266,105,3467,07.11.2017,True,Approved,"1769,64"
266,267,146,3436,13.08.2017,True,Approved,"792,9"
267,268,145,1516,27.08.2017,False,Approved,"1636,9"
268,269,46,2833,25.01.2017,True,Approved,"1274,93"
269,270,30,2362,13.02.2017,False,Approved,"71,49"
270,271,74,2337,11.07.2017,False,Approved,"499,53"
271,272,11,2149,30.04.2017,True,Approved,"358,39"
272,273,166,2133,19.05.2017,False,Approved,"1151,96"
273,274,37,360,26.05.2017,True,Approved,"227,88"
274,275,157,2969,03.02.2017,True,Approved,"642,31"
275,276,60,1720,28.04.2017,False,Approved,"575,27"
276,277,59,2904,23.03.2017,False,Approved,"1148,64"
277,278,42,754,03.06.2017,False,Approved,"742,54"
278,279,91,1826,25.04.2017,False,Approved,"1403,5"
279,280,190,2487,08.04.2017,False,Approved,"1065,03"
280,281,98,2815,18.02.2017,False,Approved,"1458,17"
281,282,28,541,04.05.2017,False,Approved,"1403,5"
282,283,56,302,29.03.2017,False,Approved,"1661,92"
283,284,105,2024,03.10.2017,True,Approved,"1769,64"
284,285,111,142,27.07.2017,True,Approved,"1762,96"
285,286,124,768,07.08.2017,True,Approved,"183,86"
286,287,93,2147,07.02.2017,True,Approved,"1289,85"
287,288,92,529,20.11.2017,True,Approved,"945,04"
288,289,50,825,23.02.2017,False,Approved,"1163,89"
289,290,123,624,05.04.2017,True,Approved,"1894,19"
290,291,96,2302,07.11.2017,False,Approved,"1577,53"
291,292,139,3380,28.10.2017,False,Approved,"1977,36"
292,293,12,314,19.11.2017,False,Approved,"227,88"
293,294,162,1079,25.08.2017,True,Approved,"1555,58"
294,295,46,1643,20.01.2017,True,Approved,"1274,93"
295,296,186,1524,14.03.2017,True,Approved,"100,35"
296,297,60,3205,14.04.2017,True,Approved,"575,27"
297,298,57,2860,20.11.2017,True,Approved,"1024,66"
298,299,50,772,24.05.2017,False,Approved,"1163,89"
299,300,33,323,25.03.2017,True,Approved,"1129,13"
300,301,161,2530,24.03.2017,,Approved,"1765,3"
301,302,102,2426,17.03.2017,True,Approved,1810
302,303,111,1883,18.11.2017,False,Approved,"1762,96"
303,304,48,2745,07.04.2017,False,Approved,"1231,15"
304,305,159,2819,04.01.2017,False,Approved,"1240,31"
305,306,72,792,13.12.2017,False,Approved,"2005,66"
306,307,91,923,20.04.2017,False,Approved,"1403,5"
307,308,39,3353,21.07.2017,False,Approved,"980,37"
308,309,145,3394,27.11.2017,False,Approved,"1636,9"
309,310,156,3213,21.10.2017,False,Approved,"1873,97"
310,311,160,3260,07.03.2017,False,Approved,"1769,64"
311,312,28,1015,04.12.2017,False,Approved,"1403,5"
312,313,166,2266,25.01.2017,False,Approved,"1151,96"
313,314,37,58,20.08.2017,True,Approved,"227,88"
314,315,99,3118,18.12.2017,True,Approved,"1894,19"
315,316,134,1414,01.08.2017,False,Approved,"478,16"
316,317,183,2202,19.06.2017,True,Approved,"363,01"
317,318,84,2144,31.05.2017,True,Approved,"642,7"
318,319,140,1033,09.10.2017,True,Approved,"1807,45"
319,320,55,2157,20.06.2017,True,Approved,"958,74"
320,321,92,1097,23.01.2017,False,Approved,"945,04"
321,322,48,2757,19.04.2017,False,Approved,"1231,15"
322,323,144,87,08.11.2017,True,Approved,"544,05"
323,324,178,2049,11.10.2017,False,Approved,"1636,9"
324,325,134,952,14.11.2017,True,Approved,"478,16"
325,326,123,1745,20.01.2017,False,Approved,"1894,19"
326,327,28,40,09.05.2017,True,Approved,"1403,5"
327,328,198,372,17.10.2017,True,Approved,"358,39"
328,329,162,1627,11.08.2017,True,Approved,"1555,58"
329,330,28,444,15.11.2017,False,Approved,"1403,5"
330,331,133,217,23.05.2017,False,Approved,"586,45"
331,332,150,1656,02.08.2017,True,Approved,"1842,92"
332,333,128,485,16.12.2017,True,Approved,"1280,28"
333,334,176,2252,21.02.2017,False,Approved,"774,53"
334,335,192,3103,01.11.2017,False,Approved,"569,56"
335,336,123,506,05.10.2017,True,Approved,"1894,19"
336,337,169,1615,30.10.2017,,Approved,"1148,64"
337,338,84,1881,02.01.2017,True,Approved,"642,7"
338,339,140,2903,04.12.2017,True,Approved,"1807,45"
339,340,112,1274,16.12.2017,False,Approved,"533,51"
340,341,28,1443,27.08.2017,False,Approved,"1403,5"
341,342,70,2091,14.03.2017,False,Approved,"1777,8"
342,343,133,1478,11.03.2017,,Approved,"586,45"
343,344,40,1493,09.07.2017,False,Approved,"1311,44"
344,345,171,1614,21.03.2017,False,Approved,"792,9"
345,346,111,476,19.07.2017,False,Approved,"1762,96"
346,347,56,1777,12.04.2017,True,Approved,"1661,92"
347,348,98,940,11.08.2017,False,Approved,"1458,17"
348,349,202,2930,20.10.2017,True,Approved,"1036,59"
349,350,74,2354,26.10.2017,True,Approved,"499,53"
350,351,130,1582,15.06.2017,False,Approved,"1061,56"
351,352,88,416,19.06.2017,False,Approved,"774,53"
352,353,59,1013,20.04.2017,True,Approved,"1148,64"
353,354,170,533,14.11.2017,False,Approved,"2083,94"
354,355,168,968,22.03.2017,True,Approved,"1538,99"
355,356,179,727,09.07.2017,True,Approved,"1198,46"
356,357,159,1160,13.04.2017,False,Approved,"1240,31"
357,358,37,3425,06.12.2017,True,Approved,"227,88"
358,359,44,1614,10.11.2017,True,Approved,"1945,43"
359,360,147,2140,26.04.2017,True,Approved,"1240,31"
360,361,54,2589,31.01.2017,False,Approved,"1292,84"
361,362,39,2920,22.09.2017,True,Approved,"980,37"
362,363,153,62,14.08.2017,True,Approved,"1945,43"
363,364,84,1112,13.09.2017,False,Approved,"642,7"
364,365,97,1995,03.05.2017,True,Approved,"1812,75"
365,366,76,1965,22.08.2017,False,Approved,"1216,14"
366,367,8,1614,10.03.2017,False,Approved,"850,89"
367,368,72,366,24.01.2017,True,Approved,"2005,66"
368,369,85,2682,29.07.2017,False,Approved,1179
369,370,161,2993,03.08.2017,True,Approved,"1765,3"
370,371,105,1887,28.08.2017,False,Approved,"1769,64"
371,372,124,1692,16.08.2017,True,Approved,"183,86"
372,373,28,1927,24.06.2017,False,Approved,"1403,5"
373,374,55,2567,07.03.2017,False,Approved,"958,74"
374,375,58,3276,05.07.2017,True,Approved,"1362,99"
375,376,5,1808,09.02.2017,False,Approved,"478,16"
376,377,39,2368,17.10.2017,False,Approved,"980,37"
377,378,119,470,27.10.2017,False,Approved,"795,34"
378,379,63,3270,03.03.2017,False,Approved,"1775,81"
379,380,32,1683,20.08.2017,True,Approved,"2091,47"
380,381,52,880,18.09.2017,True,Approved,"1842,92"
381,382,170,309,02.12.2017,True,Approved,"2083,94"
382,383,97,1698,28.11.2017,True,Approved,"1812,75"
383,384,143,1434,28.08.2017,False,Approved,"1071,23"
384,385,99,2712,14.05.2017,False,Approved,"1894,19"
385,386,50,892,01.10.2017,False,Approved,"1163,89"
386,387,202,832,15.10.2017,True,Approved,"1036,59"
387,388,90,1033,03.05.2017,True,Approved,"1057,51"
388,389,57,2834,15.02.2017,True,Approved,"1024,66"
389,390,162,3015,04.01.2017,False,Approved,"1555,58"
390,391,176,3484,12.10.2017,False,Approved,"774,53"
391,392,42,2775,19.03.2017,False,Approved,"742,54"
392,393,127,1208,30.08.2017,True,Approved,"912,52"
393,394,128,2109,29.06.2017,False,Approved,"1280,28"
394,395,103,3195,12.10.2017,True,Approved,"1151,96"
395,396,179,3366,27.06.2017,True,Approved,"1198,46"
396,397,54,2492,27.02.2017,False,Approved,"1292,84"
397,398,37,389,12.03.2017,True,Approved,"227,88"
398,399,170,1306,18.12.2017,,Approved,"2083,94"
399,400,13,552,24.07.2017,True,Approved,"71,49"
400,401,168,3009,05.05.2017,False,Approved,"1538,99"
401,402,179,2925,14.06.2017,False,Approved,"1198,46"
402,403,53,140,17.02.2017,False,Approved,"1386,84"
403,404,144,209,14.09.2017,True,Approved,"544,05"
404,405,157,225,19.06.2017,False,Approved,"642,31"
405,406,11,1595,17.04.2017,False,Approved,"358,39"
406,407,8,2559,14.06.2017,True,Approved,"710,59"
407,408,60,769,11.12.2017,False,Approved,"575,27"
408,409,68,1282,08.05.2017,False,Approved,"688,63"
409,410,168,2377,07.03.2017,False,Approved,"1538,99"
410,411,134,3355,30.12.2017,False,Approved,"478,16"
411,412,63,2350,11.05.2017,True,Approved,"1775,81"
412,413,131,720,09.09.2017,False,Approved,"1977,36"
413,414,140,3249,02.02.2017,True,Approved,"1807,45"
414,415,157,2939,01.10.2017,True,Approved,"642,31"
415,416,57,1035,03.11.2017,True,Approved,"1024,66"
416,417,153,492,02.10.2017,False,Approved,"1945,43"
417,418,97,3100,10.12.2017,True,Approved,"1812,75"
418,419,89,1586,19.04.2017,False,Approved,"1231,15"
419,420,197,31,25.05.2017,True,Approved,"742,54"
420,421,43,887,28.04.2017,False,Approved,"1216,14"
421,422,46,3356,26.08.2017,False,Approved,"1274,93"
422,423,168,2498,15.09.2017,True,Approved,"1538,99"
423,424,194,3415,03.03.2017,True,Approved,"1635,3"
424,425,77,2828,06.09.2017,False,Approved,"1703,52"
425,426,97,3117,24.04.2017,True,Approved,"1812,75"
426,427,148,2850,19.11.2017,False,Approved,"495,72"
427,428,134,2779,30.11.2017,True,Approved,"478,16"
428,429,172,683,15.12.2017,False,Approved,"290,62"
429,430,64,2342,26.10.2017,False,Approved,"1071,23"
430,431,39,3388,12.02.2017,False,Approved,"980,37"
431,432,162,1968,19.06.2017,True,Approved,"1555,58"
432,433,97,2923,17.12.2017,True,Approved,"1812,75"
433,434,144,15,10.03.2017,False,Approved,"544,05"
434,435,34,2659,22.07.2017,True,Approved,"1483,2"
435,436,195,3417,26.09.2017,True,Approved,"1172,78"
436,437,51,1862,27.08.2017,True,Approved,"1577,53"
437,438,157,1670,17.04.2017,False,Approved,"642,31"
438,439,86,2126,05.12.2017,True,Approved,"1311,44"
439,440,121,2702,20.10.2017,True,Approved,"1292,84"
440,441,190,125,25.02.2017,True,Approved,"1065,03"
441,442,136,750,24.04.2017,True,Approved,"1483,2"
442,443,117,359,25.01.2017,False,Approved,"1280,28"
443,444,86,2820,10.09.2017,False,Approved,"1311,44"
444,445,140,850,25.11.2017,True,Approved,"1807,45"
445,446,114,3072,23.05.2017,False,Approved,"175,89"
446,447,13,820,23.06.2017,False,Approved,"71,49"
447,448,33,919,28.09.2017,True,Approved,"1129,13"
448,449,73,1250,31.03.2017,False,Approved,"1992,93"
449,450,35,1655,01.05.2017,False,Approved,"574,64"
450,451,79,1194,02.12.2017,True,Approved,"543,39"
451,452,165,234,20.03.2017,False,Approved,"1469,44"
452,453,42,724,22.11.2017,False,Approved,"742,54"
453,454,42,1976,03.05.2017,False,Approved,"742,54"
454,455,70,193,16.08.2017,True,Approved,"1777,8"
455,456,171,1588,30.01.2017,True,Approved,"792,9"
456,457,202,290,10.10.2017,False,Approved,"1036,59"
457,458,40,167,25.03.2017,False,Approved,"1311,44"
458,459,116,2821,29.04.2017,True,Approved,"2005,66"
459,460,64,1201,07.08.2017,False,Approved,"1071,23"
460,461,108,893,09.07.2017,False,Approved,"1289,85"
461,462,134,2794,05.09.2017,True,Approved,"478,16"
462,463,195,3166,14.07.2017,True,Approved,"1172,78"
463,464,167,1422,13.10.2017,False,Approved,"586,45"
464,465,83,3476,17.04.2017,False,Approved,"230,91"
465,466,51,505,24.06.2017,True,Approved,"1577,53"
466,467,130,1132,15.10.2017,False,Approved,"1061,56"
467,468,119,2363,02.11.2017,True,Approved,"795,34"
468,469,48,1816,11.10.2017,False,Approved,"1231,15"
469,470,60,73,30.04.2017,False,Approved,"575,27"
470,471,60,647,21.01.2017,True,Approved,"575,27"
471,472,31,1304,09.02.2017,True,Approved,"590,26"
472,473,72,344,11.11.2017,False,Approved,"2005,66"
473,474,60,1001,07.10.2017,True,Approved,"575,27"
474,475,56,2724,10.08.2017,False,Approved,"1661,92"
475,476,65,1787,19.08.2017,True,Approved,"1466,68"
476,477,153,367,12.02.2017,,Approved,"1945,43"
477,478,198,524,18.01.2017,True,Approved,"358,39"
478,479,146,479,08.09.2017,True,Approved,"792,9"
479,480,117,1782,17.04.2017,True,Approved,"1280,28"
480,481,56,361,15.03.2017,True,Approved,"1661,92"
481,482,57,1135,22.04.2017,False,Approved,"1024,66"
482,483,130,1591,15.02.2017,True,Approved,"1061,56"
483,484,32,941,04.05.2017,True,Approved,"2091,47"
484,485,178,804,17.03.2017,False,Approved,"1636,9"
485,486,71,2729,24.07.2017,True,Approved,"1538,99"
486,487,74,223,15.02.2017,True,Approved,"499,53"
487,488,45,1571,09.09.2017,True,Approved,"1466,68"
488,489,169,2747,25.01.2017,False,Approved,"1148,64"
489,490,46,506,12.04.2017,True,Approved,"1274,93"
490,491,84,2676,10.12.2017,True,Approved,"642,7"
491,492,183,547,11.01.2017,True,Approved,"363,01"
