item_id;product_id;brand;product_line;product_class;product_size;standard_cost
74;27;Trek Bicycles;Standard;medium;medium;388,72
75;27;Trek Bicycles;Standard;low;medium;154,40
76;28;Norco Bicycles;Standard;medium;small;1082,36
77;28;Solex;Road;medium;small;1516,13
78;29;WeareA2B;Standard;medium;medium;230,09
79;29;Norco Bicycles;Road;medium;medium;407,54
80;30;Solex;Standard;high;medium;448,90
81;30;OHM Cycles;Standard;medium;medium;770,89
82;31;WeareA2B;Standard;medium;medium;205,36
83;31;Giant Bicycles;Standard;medium;medium;173,18
84;32;Giant Bicycles;Standard;medium;medium;211,37
85;32;Giant Bicycles;Standard;high;medium;707,40
86;33;Giant Bicycles;Standard;medium;small;1167,18
87;33;OHM Cycles;Road;medium;small;1610,90
88;34;Norco Bicycles;Road;high;large;464,72
89;34;WeareA2B;Standard;medium;medium;161,60
90;35;Trek Bicycles;Standard;low;medium;154,40
91;35;Giant Bicycles;Standard;medium;medium;954,82
92;36;Solex;Standard;low;medium;507,58
93;36;Solex;Standard;low;medium;74,51
94;37;OHM Cycles;Standard;low;medium;248,82
95;38;Trek Bicycles;Standard;medium;large;388,92
96;38;Solex;Standard;medium;medium;826,51
97;39;Giant Bicycles;Standard;medium;large;582,48
98;40;OHM Cycles;Standard;high;medium;874,90
99;40;Trek Bicycles;Road;medium;large;598,76
100;41;Solex;Road;medium;medium;312,74
101;41;Norco Bicycles;Standard;low;medium;748,90
102;42;OHM Cycles;Road;medium;small;1610,90
103;43;Solex;Standard;medium;medium;649,49
104;43;Norco Bicycles;Standard;medium;medium;818,01
105;44;WeareA2B;Standard;medium;medium;108,76
106;45;Solex;Standard;medium;medium;84,99
107;45;Trek Bicycles;Road;low;medium;234,43
108;46;Solex;Standard;low;medium;74,51
109;46;OHM Cycles;Standard;low;medium;248,82
110;47;Trek Bicycles;Road;low;small;1531,42
111;48;WeareA2B;Standard;medium;medium;950,52
112;49;Trek Bicycles;Road;medium;medium;400,13
113;49;Solex;Standard;medium;large;733,58
114;50;WeareA2B;Standard;medium;small;131,92
115;50;Giant Bicycles;Standard;medium;medium;211,37
116;51;OHM Cycles;Standard;high;medium;1203,40
117;52;OHM Cycles;Road;medium;medium;829,51
118;52;Solex;Road;medium;large;820,78
119;53;OHM Cycles;Standard;medium;medium;101,58
120;53;Giant Bicycles;Standard;high;medium;764,96
121;54;WeareA2B;Standard;medium;medium;13,44
122;54;WeareA2B;Standard;medium;medium;778,69
123;55;Trek Bicycles;Road;medium;large;598,76
124;56;OHM Cycles;Standard;medium;medium;137,90
125;56;Norco Bicycles;Mountain;low;small;612,88
126;57;WeareA2B;Touring;medium;large;260,14
127;58;OHM Cycles;Standard;medium;medium;141,40
128;58;OHM Cycles;Road;medium;medium;829,51
129;59;WeareA2B;Standard;medium;small;1259,36
130;59;Solex;Standard;medium;large;733,58
131;60;Giant Bicycles;Standard;high;small;1759,85
132;61;OHM Cycles;Standard;low;medium;56,93
133;61;Norco Bicycles;Standard;medium;small;521,94
134;62;Solex;Standard;medium;medium;298,72
135;62;Solex;Standard;high;medium;614,80
136;63;Solex;Standard;medium;medium;99,59
137;63;WeareA2B;Standard;medium;medium;762,63
138;64;Trek Bicycles;Standard;medium;large;596,55
139;64;Giant Bicycles;Standard;high;small;1759,85
140;65;WeareA2B;Standard;medium;medium;778,69
141;66;Solex;Standard;medium;medium;589,27
142;66;Giant Bicycles;Road;low;small;525,33
143;67;Solex;Standard;medium;large;380,74
144;67;Norco Bicycles;Road;medium;medium;376,84
145;68;OHM Cycles;Standard;medium;medium;44,71
146;69;Giant Bicycles;Road;medium;medium;594,68
147;69;Norco Bicycles;Road;medium;large;795,10
148;70;Trek Bicycles;Standard;high;medium;297,43
149;70;Norco Bicycles;Road;medium;medium;206,35
150;71;Solex;Standard;high;large;1105,75
151;72;Norco Bicycles;Standard;medium;medium;270,30
152;72;OHM Cycles;Standard;medium;medium;141,40
153;73;Solex;Standard;medium;medium;333,18
154;74;WeareA2B;Standard;medium;medium;400,91
155;74;WeareA2B;Standard;medium;medium;950,52
156;75;Giant Bicycles;Touring;medium;large;863,95
157;76;WeareA2B;Standard;low;medium;513,85
158;76;WeareA2B;Road;low;small;1043,77
159;77;Norco Bicycles;Road;medium;large;795,10
160;77;WeareA2B;Standard;medium;medium;108,76
161;78;Giant Bicycles;Standard;medium;large;709,48
162;79;Norco Bicycles;Standard;medium;medium;818,01
163;79;Solex;Touring;medium;large;675,03
164;80;OHM Cycles;Touring;low;medium;933,84
165;80;Trek Bicycles;Standard;medium;large;596,55
166;81;Solex;Standard;medium;medium;649,49
167;81;Norco Bicycles;Standard;medium;small;521,94
168;82;Giant Bicycles;Road;medium;medium;829,65
169;82;Norco Bicycles;Standard;high;medium;689,18
170;83;Solex;Touring;medium;large;675,03
171;84;Giant Bicycles;Road;medium;medium;594,68
172;84;Trek Bicycles;Road;medium;medium;215,14
173;85;WeareA2B;Standard;medium;medium;205,36
174;85;WeareA2B;Standard;medium;medium;400,91
175;86;OHM Cycles;Standard;medium;medium;125,07
176;86;Norco Bicycles;Road;high;large;464,72
177;87;Giant Bicycles;Standard;high;medium;707,40
178;87;OHM Cycles;Standard;medium;medium;44,71
179;88;Norco Bicycles;Standard;medium;medium;381,10
180;88;Norco Bicycles;Standard;high;small;1479,11
181;89;WeareA2B;Touring;medium;large;57,74
182;89;Giant Bicycles;Standard;medium;large;582,48
183;90;Norco Bicycles;Standard;low;medium;290,41
184;90;Solex;Standard;low;medium;507,58
185;91;WeareA2B;Standard;low;medium;513,85
186;91;Solex;Standard;medium;medium;75,26
187;92;WeareA2B;Standard;medium;small;1259,36
188;92;WeareA2B;Touring;medium;large;260,14
189;93;OHM Cycles;Standard;high;medium;874,90
190;93;WeareA2B;Standard;medium;medium;230,09
191;94;Giant Bicycles;Standard;medium;large;993,66
192;95;Giant Bicycles;Standard;medium;large;528,43
193;95;OHM Cycles;Touring;low;medium;933,84
194;96;Giant Bicycles;Standard;medium;large;993,66
195;96;WeareA2B;Road;low;small;1043,77
196;97;Solex;Standard;medium;large;151,96
197;97;OHM Cycles;Road;medium;medium;667,40
198;98;Trek Bicycles;Standard;high;medium;215,03
199;98;OHM Cycles;Standard;medium;medium;101,58
200;99;Trek Bicycles;Road;low;small;1531,42
201;99;OHM Cycles;Standard;medium;medium;770,89
202;100;Norco Bicycles;Road;medium;medium;206,35
203;100;Trek Bicycles;Standard;medium;small;1234,29
